bairro,racial,renda,valor
Varjão,Branca,Mais de 1 a 2 SM,754
Varjão,Branca,Mais de 2 a 3 SM,175
Varjão,Branca,Mais de 3 a 5 SM,141
Varjão,Branca,Mais de 5 a 10 SM,59
Varjão,Branca,Mais de 10 SM,13
Varjão,Branca,Sem rendimento,2049
Varjão,Branca,Total,5000
Varjão,Parda,Até 1/2 SM,679
Varjão,Parda,Mais de 1/2 a 1 SM,2529
Varjão,Parda,Mais de 1 a 2 SM,1009
Varjão,Parda,Mais de 2 a 3 SM,187
Varjão,Parda,Mais de 3 a 5 SM,138
Varjão,Parda,Mais de 5 a 10 SM,55
Varjão,Parda,Mais de 10 SM,12
Varjão,Parda,Sem rendimento,3402
Varjão,Parda,Total,8011
Varjão,Preta,Até 1/2 SM,80
Varjão,Preta,Mais de 1/2 a 1 SM,426
Varjão,Preta,Mais de 1 a 2 SM,171
Varjão,Preta,Mais de 2 a 3 SM,32
Varjão,Preta,Mais de 3 a 5 SM,19
Varjão,Preta,Mais de 5 a 10 SM,9
Varjão,Preta,Mais de 10 SM,0
Varjão,Preta,Sem rendimento,502
Varjão,Preta,Total,1239
Varjão,Indígena,Até 1/2 SM,0
Varjão,Indígena,Mais de 1/2 a 1 SM,6
Varjão,Indígena,Mais de 1 a 2 SM,1
Varjão,Indígena,Mais de 2 a 3 SM,0
Varjão,Indígena,Mais de 3 a 5 SM,0
Varjão,Indígena,Mais de 5 a 10 SM,0
Varjão,Indígena,Mais de 10 SM,0
Varjão,Indígena,Sem rendimento,1
Varjão,Indígena,Total,8
Varjão,Amarela,Até 1/2 SM,5
Varjão,Amarela,Mais de 1/2 a 1 SM,54
Varjão,Amarela,Mais de 1 a 2 SM,17
Varjão,Amarela,Mais de 2 a 3 SM,5
Varjão,Amarela,Mais de 3 a 5 SM,3
Varjão,Amarela,Mais de 5 a 10 SM,1
Varjão,Amarela,Mais de 10 SM,1
Varjão,Amarela,Sem rendimento,69
Varjão,Amarela,Total,155
Varjão,Total,Até 1/2 SM,1081
Varjão,Total,Mais de 1/2 a 1 SM,4507
Varjão,Total,Mais de 1 a 2 SM,1952
Varjão,Total,Mais de 2 a 3 SM,399
Varjão,Total,Mais de 3 a 5 SM,301
Varjão,Total,Mais de 5 a 10 SM,124
Varjão,Total,Mais de 10 SM,26
Varjão,Total,Sem rendimento,6023
Varjão,Total,Total,14413
